t,S,I,R
20.353402981218238,428,158,414
20.354297915724256,427,159,414
20.356403838164706,427,158,415
20.43024011774801,426,159,415
20.435895563072588,426,158,416
20.464186962995164,426,157,417
20.466704221634018,425,158,417
20.47178211940911,425,157,418
20.474144330505105,425,156,419
20.4926196707762,424,157,419
20.53781628503094,423,158,419
20.53910631157317,422,159,419
20.543453896838432,422,158,420
20.561328788419274,422,157,421
20.568735579074016,422,156,422
20.58056761696231,422,155,423
20.58552129958387,421,156,423
20.589224623626492,420,157,423
20.596491307170655,420,156,424
20.60737478045186,419,157,424
20.632416515870823,419,156,425
20.640647141992183,419,155,426
20.649719576816185,418,156,426
20.663107900354728,418,155,427
20.684505694712385,417,156,427
20.692990354087346,417,155,428
20.70244810782258,417,154,429
20.72367980652256,417,153,430
20.73409458861121,416,154,430
20.75847192518262,416,153,431
20.762705152057638,416,152,432
20.803156670864123,415,153,432
20.81465815841178,414,154,432
20.886094193923267,414,153,433
20.88655493291673,414,152,434
20.89530885119467,413,153,434
20.897924705458266,412,154,434
20.93445741808149,411,155,434
20.93521583474493,411,154,435
20.984284030081213,410,155,435
20.992154162246603,410,154,436
20.996335137818306,409,155,436
21.001534121663695,408,156,436
21.029792574219897,408,155,437
21.03800024252239,408,154,438
21.045394069645056,407,155,438
21.059546163224805,407,154,439
21.071285637694352,406,155,439
21.0816104949957,406,154,440
21.127013007307387,406,153,441
21.137796364424382,406,152,442
21.161755336930774,406,151,443
21.16774408306297,406,150,444
21.17030543628051,406,149,445
21.17258778069304,405,150,445
21.20998495906662,405,149,446
21.210631815500033,404,150,446
21.249971383591166,404,149,447
21.25605172077864,403,150,447
21.26368322676404,403,149,448
21.275329111691697,402,150,448
21.293420129495217,402,149,449
21.30706156914458,401,150,449
21.3813014057001,400,151,449
21.384017979325307,400,150,450
21.390775217352434,399,151,450
21.449036173610278,399,150,451
21.45904248310464,398,151,451
21.477495545271466,398,150,452
21.510167448516764,397,151,452
21.52940161295155,396,152,452
21.538771768703754,396,151,453
21.542512491589658,395,152,453
21.54771484702683,394,153,453
21.55906686866877,393,154,453
21.58248790068944,393,153,454
21.606678399156,393,152,455
21.607224819242386,392,153,455
21.635694623195324,391,154,455
21.67564995234228,390,155,455
21.690115370786398,390,154,456
21.732766394881846,390,153,457
21.734598351304776,390,152,458
21.75887469010962,389,153,458
21.7619983225475,389,152,459
21.772319995957332,389,151,460
21.79698626460728,388,152,460
21.802464401477646,387,153,460
21.807747493674356,386,154,460
21.82118887030272,386,153,461
21.82208368878839,386,152,462
21.823741138649382,385,153,462
21.835179454430815,385,152,463
21.835742942183593,384,153,463
21.887670636921456,383,154,463
21.890932700336386,383,153,464
21.898289259986846,383,152,465
21.90491615794006,383,151,466
21.951330555555106,383,150,467
21.953640790776532,382,151,467
21.96283092697263,381,152,467
21.981378947781216,381,151,468
21.981877683627815,381,150,469
21.99140370442174,381,149,470
22.002407786773095,380,150,470
22.013847668928193,379,151,470
22.040256283176298,379,150,471
22.052746576192714,378,151,471
22.05911258146646,378,150,472
22.07122262082871,378,149,473
22.07327605955485,377,150,473
22.075661297063085,376,151,473
22.080142903574714,375,152,473
22.094868764484026,375,151,474
22.102125410506083,375,150,475
22.11773187238602,374,151,475
22.13770747158356,374,150,476
22.15398826676696,374,149,477
22.15477691890757,374,148,478
22.17902008958197,374,147,479
22.18285353608839,374,146,480
22.189778707967086,374,145,481
22.227788593267384,373,146,481
22.236580140028657,372,147,481
22.253565613004593,372,146,482
22.257605947791195,372,145,483
22.25823307343176,372,144,484
22.260663503182407,372,143,485
22.32946972169826,372,142,486
22.343165680710257,372,141,487
22.344604723728658,371,142,487
22.349213874921617,371,141,488
22.360351616940754,371,140,489
22.38426120821878,371,139,490
22.387681630502865,371,138,491
22.387684279932962,371,137,492
22.40027950831602,371,136,493
22.423962102166673,371,135,494
22.455768557305653,371,134,495
22.4631080638833,370,135,495
22.513906205035983,370,134,496
22.514062855209993,369,135,496
22.52201498073363,369,134,497
22.541608626146875,369,133,498
22.619103992496395,369,132,499
22.62780291852372,369,131,500
22.63743559813632,369,130,501
22.64388575923879,368,131,501
22.65165242916191,368,130,502
22.654894842092276,367,131,502
22.663543150853062,367,130,503
22.693324484025762,367,129,504
22.701125273496665,366,130,504
22.727510483619138,365,131,504
22.732463150066135,365,130,505
22.747539294781895,365,129,506
22.75544349213286,364,130,506
22.75990171102993,363,131,506
22.76482813731986,363,130,507
22.7687534374976,363,129,508
22.782203262487222,363,128,509
22.784739561571026,362,129,509
22.79249825269404,362,128,510
22.796003851246716,362,127,511
22.82577598617143,361,128,511
22.84079470939721,361,127,512
22.854467805535467,360,128,512
22.881040392158006,360,127,513
22.885065946698017,360,126,514
22.886670174950332,360,125,515
22.89081241793874,359,126,515
22.900798091706598,358,127,515
22.936444024119282,357,128,515
22.95402780307218,357,127,516
22.96742475483331,356,128,516
22.972713501628732,356,127,517
22.98122950556557,356,126,518
22.98263298409955,356,125,519
22.997893688872193,355,126,519
23.005423885866325,354,127,519
23.027153625676505,354,126,520
23.04367412398336,353,127,520
23.0635702089319,353,126,521
23.076695151814395,352,127,521
23.081156541812803,351,128,521
23.121091416801804,351,127,522
23.124927634846763,351,126,523
23.15539230362697,350,127,523
23.157395439016526,350,126,524
23.15977296194849,350,125,525
23.17018006276538,350,124,526
23.181327130573113,350,123,527
23.238105236207335,349,124,527
23.240186129104167,349,123,528
23.252423082254715,348,124,528
23.27012480892884,348,123,529
23.277782988629088,347,124,529
23.284500094714787,346,125,529
23.290761075369158,346,124,530
23.326947705746424,346,123,531
23.342703710021624,346,122,532
23.34309602397332,345,123,532
23.347819437678353,345,122,533
23.35211501475519,344,123,533
23.393545149837934,343,124,533
23.40694061793207,342,125,533
23.44329508202626,342,124,534
23.454560743009456,341,125,534
23.509037515327545,340,126,534
23.5284445050307,339,127,534
23.545552313458646,338,128,534
23.546912562444245,338,127,535
23.593168922341853,338,126,536
23.61734694982856,337,127,536
23.65890959079066,336,128,536
23.697237818630633,335,129,536
23.739049066097994,335,128,537
23.743647304377067,334,129,537
23.75111669012657,333,130,537
23.77443439360731,332,131,537
23.81235738145632,332,130,538
23.812706823789892,332,129,539
23.815659514718902,332,128,540
23.8274784255863,331,129,540
23.85183650250293,330,130,540
23.858630822803597,330,129,541
23.861741156703225,330,128,542
23.872158444264272,330,127,543
23.887953549887527,329,128,543
23.91698100393021,329,127,544
23.92390689468748,328,128,544
23.926173952157054,328,127,545
23.932257844255176,328,126,546
23.934331522896468,328,125,547
23.945925405163035,328,124,548
23.958055456387193,327,125,548
23.96436667370823,327,124,549
23.968081744798095,326,125,549
23.9738822020612,326,124,550
24.01655516444342,326,123,551
24.053977320268018,325,124,551
24.05931251487185,325,123,552
24.08512965049897,324,124,552
24.10037075472973,324,123,553
24.116835585039613,323,124,553
24.161670479639028,322,125,553
24.177801636918073,321,126,553
24.187520386397594,321,125,554
24.205493319780164,320,126,554
24.24652494924305,319,127,554
24.264722725522404,318,128,554
24.27467585950528,317,129,554
24.274902757146002,317,128,555
24.27976976034649,317,127,556
24.28214167998485,316,128,556
24.305424993308222,316,127,557
24.314747081533486,315,128,557
24.342914511179764,315,127,558
24.389113842577103,315,126,559
24.437925865558036,315,125,560
24.45469102156907,315,124,561
24.4945085920946,314,125,561
24.50085972054052,313,126,561
24.509020757563484,312,127,561
24.53496396699595,312,126,562
24.535398029826524,312,125,563
24.570545354348727,312,124,564
24.606957410149608,312,123,565
24.664479331952872,312,122,566
24.675313647033676,311,123,566
24.684482120806702,311,122,567
24.688567586963927,311,121,568
24.721627009575656,310,122,568
24.73672761148546,310,121,569
24.745811018729775,310,120,570
24.804518153738755,309,121,570
24.866568290681315,308,122,570
24.874668874343453,308,121,571
24.881677093578656,307,122,571
24.898195728380625,306,123,571
24.911060793959457,306,122,572
24.916976382629812,306,121,573
24.959583839356554,306,120,574
24.984325911261752,305,121,574
24.993391551879068,305,120,575
25.01295840694901,304,121,575
25.029413833601833,304,120,576
25.03495352398759,304,119,577
25.055407326902223,304,118,578
25.08601734421479,303,119,578
25.087330173544306,303,118,579
25.089778639874975,302,119,579
25.103367945097183,301,120,579
25.11967322089751,300,121,579
25.124706572943147,299,122,579
25.132650716584106,299,121,580
25.16157638544542,298,122,580
25.162396185392694,298,121,581
25.18086006481193,298,120,582
25.183293185365464,297,121,582
25.1874435725876,297,120,583
25.191542519314073,297,119,584
25.197975075341315,296,120,584
25.207264680459836,295,121,584
25.230037442537157,295,120,585
25.238779514201358,295,119,586
25.243315042251538,295,118,587
25.244994790895298,294,119,587
25.252843436611947,294,118,588
25.275438268216014,294,117,589
25.27995617335354,294,116,590
25.341937213227247,293,117,590
25.349444227485172,293,116,591
25.381920704213186,292,117,591
25.393849877059054,292,116,592
25.453795019443124,292,115,593
25.4562264081608,291,116,593
25.476025909149662,291,115,594
25.60853193626362,291,114,595
25.6123143954184,290,115,595
25.645230651331225,290,114,596
25.66004306398132,290,113,597
25.661899660651052,290,112,598
25.670076531717164,290,111,599
25.80243343887253,290,110,600
25.928209000294455,289,111,600
25.938816511996812,289,110,601
25.944682508919662,289,109,602
25.96200762830096,289,108,603
25.965460082528303,289,107,604
25.97510102924208,289,106,605
25.98266700480219,288,107,605
25.996858878116324,287,108,605
26.083505327905506,287,107,606
26.08802559742774,286,108,606
26.09972001477187,286,107,607
26.152248778214915,285,108,607
26.174314984233057,285,107,608
26.203521495162306,285,106,609
26.23046585892312,285,105,610
26.23123829300796,285,104,611
26.250253734367064,285,103,612
26.260203620017354,285,102,613
26.328074920445008,285,101,614
26.418624418219423,284,102,614
26.429394639983343,283,103,614
26.47201711066426,283,102,615
26.488473434833374,283,101,616
26.491909580930344,283,100,617
26.493882858332256,283,99,618
26.50542070362561,283,98,619
26.5402186094009,283,97,620
26.60257710024448,282,98,620
26.65913126271172,282,97,621
26.663189244240883,282,96,622
26.721406269407325,281,97,622
26.76451483297822,280,98,622
26.86489553461642,279,99,622
26.869289229468702,279,98,623
26.982092982986472,279,97,624
27.025463901198393,279,96,625
27.085455702044325,279,95,626
27.12835786743386,279,94,627
27.169362700935046,279,93,628
27.18535810178398,279,92,629
27.238524538835986,279,91,630
27.256688796632286,279,90,631
27.297658693011893,279,89,632
27.373010156154844,279,88,633
27.424883049933715,279,87,634
27.437804404794566,279,86,635
27.44352127993076,279,85,636
27.530174645527378,278,86,636
27.530626892578326,278,85,637
27.570038428381146,277,86,637
27.578595240908157,277,85,638
27.58777609516922,276,86,638
27.588800181228827,276,85,639
27.60729406470388,276,84,640
27.613619167610242,276,83,641
27.737576521683888,276,82,642
27.766893012029527,276,81,643
27.910458436870794,276,80,644
27.936436146650333,275,81,644
27.94728565009725,274,82,644
27.992286139995706,274,81,645
28.00484697080448,274,80,646
28.015859906364895,274,79,647
28.06132756263037,274,78,648
28.084345287603497,273,79,648
28.108250564526806,273,78,649
28.120939459029504,273,77,650
28.175239237691272,273,76,651
28.208130284972157,273,75,652
28.242662560074713,273,74,653
28.25959057524491,272,75,653
28.270121676678045,272,74,654
28.428718586073746,272,73,655
28.46631971731262,271,74,655
28.488088884849837,271,73,656
28.49971908125557,271,72,657
28.510135787434812,271,71,658
28.531545451813408,271,70,659
28.56102473907069,270,71,659
28.581899633078276,269,72,659
28.59223345857745,269,71,660
28.678440718855164,268,72,660
28.692470225304923,268,71,661
28.698079822959123,268,70,662
28.700621043853555,267,71,662
28.70267888182932,267,70,663
28.70391932346127,266,71,663
28.744600173150676,265,72,663
28.76272604724248,265,71,664
28.772564935835888,265,70,665
28.778993405107407,264,71,665
28.801879992376794,263,72,665
28.832203972091413,263,71,666
28.833748803803992,263,70,667
28.8459051538332,262,71,667
28.85669239235309,261,72,667
28.876095580622593,260,73,667
28.88162423062932,260,72,668
28.92298415236014,259,73,668
29.048627602832173,259,72,669
29.079892795767904,259,71,670
29.305293890508548,259,70,671
29.310576400333243,258,71,671
29.339068647755795,257,72,671
29.35247079902628,257,71,672
29.427867122309575,257,70,673
29.535482314999697,257,69,674
29.541958617840137,256,70,674
29.546854318232278,256,69,675
29.57217509867823,255,70,675
29.61218256998571,255,69,676
29.79604218397344,255,68,677
29.911043031160528,254,69,677
29.95424337968898,254,68,678
30.014735761700646,254,67,679
30.017660403898574,254,66,680
30.033437214054988,254,65,681
30.04464592471166,253,66,681
30.047860620765462,253,65,682
30.057124406105487,253,64,683
30.060440216069537,253,63,684
30.09382978674012,252,64,684
30.225557723442737,251,65,684
30.27304093312119,250,66,684
30.27822467467498,249,67,684
30.280089513593826,249,66,685
30.283020017895563,249,65,686
30.343429563552256,249,64,687
30.36988713034255,249,63,688
30.516815904972105,249,62,689
30.51898103742687,248,63,689
30.53053873671761,247,64,689
30.56611016768434,247,63,690
30.56981142071216,247,62,691
30.60326187127232,247,61,692
30.64334038259551,247,60,693
30.689837521647707,247,59,694
30.724103338365747,247,58,695
30.799098503227647,247,57,696
30.853989391607875,246,58,696
30.952806403517823,245,59,696
31.132943460168192,245,58,697
31.134021183375012,245,57,698
31.15336804341683,245,56,699
31.164715746256164,245,55,700
31.20967586581569,245,54,701
31.219432380637,245,53,702
31.29299106144972,244,54,702
31.322157216989158,243,55,702
31.391608704963588,242,56,702
31.49167152777841,241,57,702
31.511011821681887,241,56,703
31.55754378518458,240,57,703
31.586393119740872,240,56,704
31.641101041851204,239,57,704
31.761733153362286,239,56,705
31.787869853737224,238,57,705
31.813664244636968,238,56,706
31.879021776786328,238,55,707
31.87951826961344,238,54,708
31.886301255523342,237,55,708
31.905513371840463,237,54,709
31.96592593977899,236,55,709
32.1016428041811,235,56,709
32.11665497077566,234,57,709
32.16706549021579,234,56,710
32.19369357910611,233,57,710
32.20584670550153,233,56,711
32.226786592416296,233,55,712
32.31499486964752,233,54,713
32.33455729640929,233,53,714
32.36113159229849,233,52,715
32.38201154879796,233,51,716
32.389947169048526,233,50,717
32.40103390059786,232,51,717
32.443434676608284,231,52,717
32.549473071693676,231,51,718
32.565922129286335,231,50,719
32.57330282165999,231,49,720
32.70556550261155,231,48,721
32.75672066448324,231,47,722
32.76166354272381,231,46,723
32.765708970346566,231,45,724
32.80467827830153,231,44,725
32.872165330473976,231,43,726
32.9843411375578,231,42,727
33.104778466668215,230,43,727
33.238990670105785,229,44,727
33.346046011565484,229,43,728
33.35014270254226,229,42,729
33.37427543768928,229,41,730
33.40820920256434,228,42,730
33.45504799419245,228,41,731
33.63591286361779,228,40,732
33.64354959908572,228,39,733
33.66152447454841,228,38,734
33.67153742049359,228,37,735
33.78818931320796,228,36,736
33.80911138825226,228,35,737
33.834976952829734,228,34,738
33.862407188963516,228,33,739
33.93949914281677,228,32,740
34.00660980865061,227,33,740
34.084200228078004,227,32,741
34.112281321204584,227,31,742
34.284020400675836,227,30,743
34.430589301918836,227,29,744
34.58721132369994,227,28,745
34.779544075080324,227,27,746
34.81272930063707,226,28,746
35.16863919422927,225,29,746
35.24566891146214,225,28,747
35.256305116769454,225,27,748
35.381186467542875,224,28,748
35.39214585808989,224,27,749
35.45305962212687,223,28,749
35.61713566272765,223,27,750
35.701504512448096,223,26,751
35.7256917581822,223,25,752
35.73312163380807,223,24,753
35.77615181225195,222,25,753
35.91726986849637,222,24,754
36.089279270735894,222,23,755
36.215999796990424,221,24,755
36.244509546164984,221,23,756
36.26346863361227,221,22,757
36.37442109306267,220,23,757
36.42192533209216,220,22,758
36.49117656219606,220,21,759
36.616539473698325,219,22,759
36.65015276172469,219,21,760
36.74789923048193,218,22,760
36.81518323098627,218,21,761
36.82735168599884,217,22,761
36.84513728516132,217,21,762
36.89555031601664,217,20,763
37.00257702151922,217,19,764
37.166681394828764,216,20,764
37.329921963847156,216,19,765
37.56223555061995,216,18,766
37.61696231099567,216,17,767
37.68582362687385,215,18,767
37.826090320766276,215,17,768
38.014877189049706,214,18,768
38.40487878832185,214,17,769
38.40957119652969,214,16,770
38.48632487068227,213,17,770
39.507204925278096,213,16,771
39.50786973684634,212,17,771
39.51221021901064,211,18,771
39.63783709087616,211,17,772
39.73717882000486,210,18,772
39.86470551577318,210,17,773
